filename,file_extension,title,date,document_type,people_mentioned,modules,has_crf,has_protocol,has_exemption,has_exclusion,password_protected,tags,tag_count,page_count,google_drive_link,folder,processed_date
125742_S1_M5_CRF_c4591001-1171-11711212.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-07-30,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, safety data, adverse events, regulatory compliance, data quality, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, informed consent, visit date, FDA, Protocol, c4591001, eCRF, Martin Diagnostic Clinic, demography, subject identification, efficacy data",20,294,https://drive.google.com/file/d/14hzSaGK8CF0NCRS3gf9HWTsAE5Aq5Kl3/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:10
125742_S1_M5_CRF_c4591001-1152-11521095.pdf,PDF,Clinical Research Form for COVID-19 Vaccine Trial,2020-07-30,Clinical Research Form (CRF),,M5,True,True,False,True,False,"Exclusion, FDA regulation, clinical trial, c4591001 trial, regulatory submission, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, California Research Foundation, informed consent, adverse event monitoring, visit date, Protocol, medical research, data management, demography data, subject identification",20,582,https://drive.google.com/file/d/132KlsOu-hdiMP3j1e6rO5b6iw9Jkw_Z4/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:16
125742_S1_M5_CRF_c4591001-1195-11951017.pdf,PDF,C4591001 Clinical Trial eCRF,2021-03-29,Clinical Trial Form,,M5,True,True,False,True,False,"Exclusion, clinical trial, phase 2/3, germany, confidential, adverse events, regulatory compliance, fda, cohort selection, inclusion/exclusion criteria, medizentrum essen borbeck, CRF, informed consent, visit date, Protocol, vaccine, c4591001, subject 11951017, demography, data collection",20,714,https://drive.google.com/file/d/1O2_zwsUbX_-slNIAJtfP8zb3MPO1lKwZ/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:22
125742_S1_M5_CRF_c4591001-1177-11771317.pdf,PDF,Clinical Research Form for COVID-19 Vaccine Trial,2020-07-30,clinical trial form,,M5,True,True,False,True,False,"Exclusion, clinical trial, adverse events, regulatory compliance, C4591001, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, Japan, phase 2/3 study, CRF, informed consent, visit date, FDA, Protocol, eCRF, East-West Medical Research Institute, demography, efficacy data",20,241,https://drive.google.com/file/d/1StfLKcjspZ7pCMm71d6GCwqF6pbsa2Wy/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:26
125742_S1_M5_CRF_c4591001-1195-11951014.pdf,PDF,Clinical Research Form for COVID-19 Vaccine Trial,2020-10-15,Clinical Research Form,,M5,True,True,False,True,False,"site information, Exclusion, FDA regulation, clinical trial, regulatory compliance, data quality, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, demographic data, eCRF audit trail, subject enrollment, informed consent, visit schedule, Protocol, confidentiality, data management, Medizentrum Essen Borbeck, subject identification",20,202,https://drive.google.com/file/d/1U81WQFm4kKX89KBUVOf9dhzU8e1LPtDH/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:30
125742_S1_M5_CRF_c4591001-1170-11701217.pdf,PDF,c4591001 Clinical Trial CRF,2020-07-30,Clinical Trial Form,,M5,True,True,False,True,False,"Exclusion, clinical trial, phase 2/3, adverse events, regulatory compliance, data quality, pharmaceutical, cohort selection, inclusion/exclusion criteria, CRF, informed consent, subject 11701217, visit date, FDA, Protocol, vaccine, c4591001, eCRF, demography, North Texas Infectious Diseases Consultants",20,507,https://drive.google.com/file/d/1HmWefn7XEgRBIGt3ft2Qje-SSBGwb9mI/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:35
125742_S1_M5_CRF_c4591001-1170-11701013.pdf,PDF,Clinical Research Form for COVID-19 Vaccine Trial,2020-07-30,form,,M5,True,True,False,True,False,"site information, Exclusion, FDA regulation, clinical trial, confidential information, c4591001 trial, regulatory submission, data quality, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, demographic data, subject enrollment, informed consent, visit date, Protocol, data management, adverse event reporting, North Texas Infectious Diseases Consultants",20,146,https://drive.google.com/file/d/139lhbh_W642fOp3zejOO3md_LZ4tALrd/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:39
125742_S1_M5_CRF_c4591001-1171-11711023.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-07-30,form,,M5,True,True,False,True,False,"Exclusion, FDA regulation, clinical trial, c4591001 trial, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, data lock and freeze, phase 2/3 study, protocol amendment, CRF, demographic data, eCRF audit trail, informed consent, visit date, Protocol, subject 11711023, Martin Diagnostic Clinic, confidential document",20,211,https://drive.google.com/file/d/1eVr_jJnVAVybYGF3FbnWpC-O-stHyZ-R/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:43
125742_S1_M5_CRF_c4591001-1152-11521450.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-09-15,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, safety data, adverse events, regulatory compliance, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, California Research Foundation, informed consent, visit date, FDA, Protocol, c4591001, demography, subject identification, efficacy data",20,143,https://drive.google.com/file/d/1K7t0jYkmHE4QxahcfX5skG2pXeiGz7pc/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:47
125742_S1_M5_CRF_c4591001-1152-11521411.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-07-30,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, adverse events, regulatory compliance, california research foundation, fda, data quality, cohort selection, inclusion/exclusion criteria, phase 2/3 study, CRF, covid-19 vaccine, informed consent, safety monitoring, visit date, Protocol, c4591001, demography, subject identification, efficacy data",20,143,https://drive.google.com/file/d/1pk_UZPcP3uYEUGxVl5rfp97fFldUKDXm/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:55
125742_S1_M5_CRF_c4591001-1152-11521497.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-09-15,form,,M5,True,True,False,True,False,"Exclusion, inclusion-exclusion-criteria, regulatory-compliance, adverse-events, clinical-trial, CRF, covid-19-vaccine, california-research-foundation, informed-consent, cohort-selection, Protocol, phase-2-3, efficacy-data, visit-date, subject-identification, eCRF, data-quality, safety-data, demography, fda-submission",20,150,https://drive.google.com/file/d/1Qrhl27BotdkV4eOJDrCtlSWAwP_bO9B_/view?usp=drivesdk,pd-production-070323,2025-08-11 23:45:59
125742_S1_M5_CRF_c4591001-1177-11771222.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-07-30,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, adverse events, regulatory, fda, data quality, east-west medical research institute, cohort selection, inclusion/exclusion criteria, crf, efficacy, protocol amendment, CRF, covid-19 vaccine, subject data, informed consent, visit date, Protocol, demography, safety",20,201,https://drive.google.com/file/d/1lonxNBzV-2cY5R9hQptDk4VO_xNNL64N/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:02
125742_S1_M5_CRF_c4591001-1170-11701090.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-07-30,form,,M5,True,True,False,True,False,"site information, Exclusion, clinical trial, phase 2/3, safety data, trial visit, vaccine administration, regulatory compliance, fda, inclusion/exclusion criteria, crf, protocol amendment, CRF, covid-19 vaccine, subject enrollment, informed consent, visit date, Protocol, subject demographics, north texas infectious diseases consultants",20,207,https://drive.google.com/file/d/1dJ-fwDnyKhrxpqplORhj-HWmtx-7OllQ/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:06
125742_S1_M5_CRF_c4591001-1195-11951059.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2021-03-29,form,,M5,True,True,False,True,False,"site information, Exclusion, Germany, clinical trial, adverse events, regulatory compliance, data quality, inclusion/exclusion criteria, COVID-19 vaccine, efficacy, phase 2/3 study, CRF, subject data, informed consent, FDA, Protocol, demography, Medizentrum Essen Borbeck, safety",19,190,https://drive.google.com/file/d/1Mgjaxu4cOSUEyfVE0SEfC-cXGc2VQ7vo/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:10
125742_S1_M5_CRF_c4591001-1195-11951006.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-10-15,form,,M5,True,True,False,True,False,"site information, Exclusion, clinical trial, confidential, regulatory compliance, data quality, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, demographic data, informed consent, visit date, FDA, Protocol, Pfizer, subject identification, Medizentrum Essen Borbeck, data collection",19,528,https://drive.google.com/file/d/1sSOn73XynsCHp3ebnYpw_wqjr9GR7wjR/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:15
125742_S1_M5_CRF_c4591001-1152-11521551.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-10-01,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, safety data, adverse events, regulatory compliance, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, CRF, subject information, California Research Foundation, informed consent, visit date, FDA, Protocol, c4591001, demography, efficacy data, data collection",20,203,https://drive.google.com/file/d/1Frlo0uqgjqk9yA7zSoi1XB2YAT4WEvbE/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:20
125742_S1_M5_CRF_c4591001-1152-11521316.pdf,PDF,c4591001 Clinical Trial Case Report Form,2020-07-30,case report form,,M5,True,True,False,True,False,"site information, Exclusion, clinical trial, safety data, adverse events, regulatory compliance, california research foundation, fda, cohort selection, inclusion/exclusion criteria, phase 2/3 study, CRF, covid-19 vaccine, informed consent, visit date, Protocol, demography, subject identification, efficacy data, data collection",20,224,https://drive.google.com/file/d/1HTXmqW4W-E10G0Du8E9Oyw8tPSoTTp40/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:25
125742_S1_M5_CRF_c4591001-1195-11951131.pdf,PDF,Clinical Trial Case Report Form (CRF),2020-10-19,form,,M5,True,True,False,True,False,"Exclusion, Germany, clinical trial, phase 2/3, adverse events, data quality, inclusion/exclusion criteria, COVID-19 vaccine, efficacy, CRF, informed consent, visit date, FDA, Protocol, Pfizer, demography, case report form, Medizentrum Essen Borbeck, subject identification, safety",20,264,https://drive.google.com/file/d/18UH5sdk9NB580W2MOAKrDe2E0KFztmUq/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:29
125742_S1_M5_CRF_c4591001-1195-11951003.pdf,PDF,Clinical Research Form for COVID-19 Vaccine Trial,2020-10-15,clinical trial form,,M5,True,True,False,True,False,"site information, Exclusion, FDA regulation, clinical trial, Germany, data quality control, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, informed consent, adverse event monitoring, visit date, Protocol, medical center, eCRF, data management, demography, subject identification",20,257,https://drive.google.com/file/d/1nZRyFITxw6Lo2CP7f90RXyJOKi0aQfPH/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:32
125742_S1_M5_CRF_c4591001-1195-11951008.pdf,PDF,Clinical Trial CRF for C4591001 Study,2020-10-15,Clinical Trial Form,,M5,True,True,False,True,False,"Exclusion, Germany, clinical trial, adverse events, regulatory compliance, C4591001 study, data quality, cohort selection, inclusion/exclusion criteria, efficacy, CRF, informed consent, visit date, FDA, Protocol, vaccine, eCRF, demography, Medizentrum Essen Borbeck, safety",20,500,https://drive.google.com/file/d/1et9_yARXF41sbdSYb8HpXk34dUEtM8Gz/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:38
125742_S1_M5_CRF_c4591001-1152-11521053.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-07-30,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, adverse events, regulatory compliance, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, CRF, subject information, California Research Foundation, informed consent, visit date, FDA, Protocol, c4591001, eCRF, demography, data collection",20,178,https://drive.google.com/file/d/15NSF-iJ3dyZuXxE5NkQoehWubLvWHcWS/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:42
125742_S1_M5_CRF_c4591001-1152-11521476.pdf,PDF,Clinical Research Form (CRF) for COVID-19 Vaccine Clinical Trial,2020-09-15,form,,M5,True,True,False,True,False,"Exclusion, clinical trial, adverse events, regulatory compliance, california research foundation, fda, data quality, cohort selection, inclusion/exclusion criteria, safety and efficacy, phase 2/3 study, CRF, subject information, covid-19 vaccine, informed consent, visit date, Protocol, c4591001, demography, data collection",20,208,https://drive.google.com/file/d/1QclCpYv3rvIXoRw9zLNSG6PLwBbxHTx-/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:46
125742_S1_M5_CRF_c4591001-1177-11771204.pdf,PDF,C4591001 Clinical Trial eCRF,2021-03-29,Clinical Trial Form,Subject No: 11771204,M5,True,True,False,True,False,"Exclusion, clinical trial, phase 2/3, safety data, confidential, regulatory compliance, C4591001, inclusion/exclusion criteria, Japan, CRF, informed consent, visit date, FDA, Protocol, vaccine, eCRF, East-West Medical Research Institute, demography, efficacy data, data collection",20,157,https://drive.google.com/file/d/1BQeyazwJ8X31QNBfUolo5A8Gd7xnBrQZ/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:49
125742_S1_M5_CRF_c4591001-1152-11521085.pdf,PDF,COVID-19 Vaccine Clinical Trial CRF,2020-07-30,Clinical Trial Form,,M5,True,True,False,True,False,"site information, Exclusion, clinical trial, case report form (CRF), regulatory compliance, data quality, cohort selection, inclusion/exclusion criteria, COVID-19 vaccine, phase 2/3 study, protocol amendment, CRF, subject data, California, informed consent, visit date, FDA, Protocol, medical research, demography",20,124,https://drive.google.com/file/d/1i-GLGoZKiMkVzVWQ-o-72PuP31GtRFlZ/view?usp=drivesdk,pd-production-070323,2025-08-11 23:46:58
125742_S1_M5_CRF_c4591001-1197-11971097.pdf,PDF,C4591001 Clinical Trial eCRF,2021-03-29,Clinical Trial Form,"Dr. Lars Pohlmeier, Torsten Drescher",M5,True,True,False,True,False,"Exclusion, Germany, clinical trial, phase 2/3, adverse events, regulatory compliance, data quality, inclusion/exclusion criteria, COVID-19 vaccine, efficacy, CRF, informed consent, visit date, FDA, Protocol, Pfizer, eCRF, demography, subject identification, safety",20,195,https://drive.google.com/file/d/10i8dtcWWEEN_d-dFBXsfOJ_I7S9HSIEs/view?usp=drivesdk,pd-production-070323,2025-08-11 23:47:03
125742_S2_M5_54_ezeanolue-e-2019.pdf,PDF,Clinical Study Report for Investigational Drug,2020-04-09,report,"Ezeanolue, E.",M5,False,False,False,False,False,"medical research, data quality, FDA submission, pharmaceutical development, clinical trial, drug identification, data analysis, safety data, CBER, document management, United States, clinical study report, investigational drug, phase 1 study, adverse events, efficacy data, regulatory compliance",17,195,https://drive.google.com/file/d/1RjMYMVo9xvdsMOVMCjoOtmadcWRyqBig/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:14
FDA-CBER-2021-5683-0308157 to -0396186_125742_S1_M5_c4591001-S-D-suppface.xpt,XPT,FDA-CBER-2021-5683-0308157 to -0396186 125742 S1 M5 c4591001-S-D-suppface,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1RrxJcHP1JU0l-vubdqN4cVU1sXfFQ89m/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:27
FDA-CBER-2021-5683-0396188 to -0396192_125742_S1_M5_c4591001-S-D-suppmo.xpt,XPT,FDA-CBER-2021-5683-0396188 to -0396192 125742 S1 M5 c4591001-S-D-suppmo,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1aAYqNiqeig2nZOwqP_vkv_anAkoBVjaJ/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:28
FDA-CBER-2021-5683-0396193 to -0396194_125742_S1_M5_c4591001-S-D-supppe.xpt,XPT,FDA-CBER-2021-5683-0396193 to -0396194 125742 S1 M5 c4591001-S-D-supppe,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1vAWnT37ScOzfFW3n6HkNBEvOT_l7Q0uV/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:29
FDA-CBER-2021-5683-0396195_125742_S1_M5_bnt162-01-S-D-relrec.xpt,XPT,FDA-CBER-2021-5683-0396195 125742 S1 M5 bnt162-01-S-D-relrec,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1w8fN-zGM7T7tYIUKrvo10koRjoqiwkMG/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:30
FDA-CBER-2021-5683-0396196_125742_S1_M5_bnt162-01-S-D-supppe.xpt,XPT,FDA-CBER-2021-5683-0396196 125742 S1 M5 bnt162-01-S-D-supppe,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1hY21sH_DJhkuvPKhw1V02QbjJ6Vy27zb/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:32
FDA-CBER-2021-5683-0396199_125742_S1_M5_bnt162-01-S-D-tv.xpt,XPT,FDA-CBER-2021-5683-0396199 125742 S1 M5 bnt162-01-S-D-tv,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/14gaSXGMOhgFmxm30t4VdF-KU1uUTxM-W/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:33
FDA-CBER-2021-5683-0396197_125742_S1_M5_bnt162-01-S-D-supprp.xpt,XPT,FDA-CBER-2021-5683-0396197 125742 S1 M5 bnt162-01-S-D-supprp,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1WG7WT2I-bCPy72LDVPwi6RVEUzVKyvSv/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:34
FDA-CBER-2021-5683-0396187_125742_S1_M5_c4591001-S-D-pr.xpt,XPT,FDA-CBER-2021-5683-0396187 125742 S1 M5 c4591001-S-D-pr,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1gjE6c-0CXsHA7nP1lQGGSAe-fhhKUNyX/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:35
FDA-CBER-2021-5683-0396198_125742_S1_M5_bnt162-01-S-D-te.xpt,XPT,FDA-CBER-2021-5683-0396198 125742 S1 M5 bnt162-01-S-D-te,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/156Squfb8XtkdJ9Rvmn6GR_ThXA_lwjvO/view?usp=drivesdk,pd-production-080122,2025-08-11 23:47:37
125742_S10_M1_appendix-1.pdf,PDF,BNT162b2 Clinical Trial Tables,2021-06-30,report,,M1,False,False,False,False,False,"SDTM, older adults, FOIA, clinical trial, Staburo GmbH, local reactions, FDA, data cut-off, vaccine, adverse events, safety, BioNTech SE, younger adults, BNT162b2, systemic reactions, data analysis, regulatory",17,17,https://drive.google.com/file/d/1QzSONW7lw-0_PJ-GH1rkEoyx_OPlxOem/view?usp=drivesdk,pd-production-080123,2025-08-11 23:47:42
125742_S116_M1_2253.pdf,PDF,Pfizer COVID-19 Vaccine Clinical Trial Submission,2021-09-21,report,Donna Boyce,M1,False,False,False,False,False,"data-compliance, mrna-technology, cber, immunogenicity, pharmaceutical-industry, phase-3-study, regulatory-approval, safety-data, adverse-events, efficacy-data, pfizer-covid-19-vaccine, fda-submission, vaccine-development, clinical-trial, united-states, quality-assurance, pandemic-response",17,2,https://drive.google.com/file/d/1pt6rgRqPi3XXh857oekxrEZtHQzeZ3AC/view?usp=drivesdk,pd-production-080123,2025-08-11 23:47:46
125742_S105_M1_cover.pdf,PDF,Request for Comments and Advice - Biologic Product Deviation Reports (BPDRs),2021-09-15,letter,"Marion Gruber, Ph.D., Amit Patel, Ramachandra S. Naik, Ph.D., Laura Gottschalk, Ph.D., Captain Michael Smith, Ph.D.",M1,False,False,False,False,False,"biologics-license-application, clinical-trials, pfizer-inc, quality-compliance, fda-submission, biotech-partnerships, new-york-city, biologic-product-deviation-reports, comirnaty, global-product-development, product-registration, silver-spring-maryland, regulatory-affairs, vaccine-development, covid-19, safety-reporting, emergency-use-authorization",17,2,https://drive.google.com/file/d/1J9EwthcljcGeT4O_6j_UnuVLLuxDqh6v/view?usp=drivesdk,pd-production-080123,2025-08-11 23:47:50
125742_S113_M1_cover.pdf,PDF,Notification of Submission of Final C4591007 Substudy Protocols to IND 19736,2021-09-21,letter,"Marion Gruber, Ph.D.",M1,False,True,False,False,False,"BLA 125742, PF-07302048, FDA regulatory submission, immunogenicity, post-marketing requirement, COMIRNATY, COVID-19 vaccine, tolerability, BNT162, Protocol, post-marketing commitment, clinical trial protocols, IND 19736, safety, phase 1 study, healthy children and young adults, phase 2/3 study, Pfizer Global Regulatory Affairs",18,2,https://drive.google.com/file/d/1fpkInlpGrbtF7PPrPm440JrU1yk9Pgl2/view?usp=drivesdk,pd-production-080123,2025-08-11 23:47:54
125742_S10_M1_cover.pdf,PDF,Response to CBER's 25 June 2021 Information Request for BLA 125742 COVID-19 mRNA Vaccine (BNT162/PF-07302048),2021-07-02,letter,"Marion Gruber, Ph.D., Elisa Harkins",M1,False,False,False,False,False,"COVID-19 mRNA vaccine, Vaccine licensing and registration, Biologics License Application (BLA), Safety and efficacy data, Interim report response, Collegeville, PA location, Silver Spring, MD location, Regulatory compliance, Investigational New Drug (IND), FDA-CBER regulatory submission, Vaccine research and review, Information request response, Biologics Evaluation and Research, BNT162/PF-07302048 clinical trial, Vaccine research and development, Pfizer Global Regulatory Affairs, BLA 125742 application",17,2,https://drive.google.com/file/d/1XZk_S_Xb61YfWgErJrWW3IAAbt4cGrLf/view?usp=drivesdk,pd-production-080123,2025-08-11 23:47:58
125742_S102_M1_request-waiver-ldr.pdf,PDF,Request for a Waiver - Lot Distribution Reports,2021-09-14,request,,M1,False,False,False,False,False,"regulatory-submission, clinical-trials, fda, quarterly-reporting, data-format, compliance, pharmaceutical-industry, comirnaty, pfizer, biontech, lot-distribution-report, document-waiver, vaccine-development, bnt162b2, quality-systems, emergency-use-authorization, manufacturing-information",17,1,https://drive.google.com/file/d/1N-XTya-aBeKNe73_uYuE4iH4MnsQk_RT/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:01
125742_S10_M1_response-25jun2021.pdf,PDF,Response to FDA Request for Information,2021-06-25,response,,M1,False,False,False,False,False,"BNT162b2 vaccine, FOIA document, younger and older subjects, Pfizer/BioNTech, response document, compliance, July 2021, Module 1.11.3, data analysis, solicited adverse reactions, STN 125742, safety data, dose level, summary tables, FDA information request, pharmaceutical clinical trial, regulatory submission",17,4,https://drive.google.com/file/d/11SjHRExg58mVpBc_DIfbkzyhLYTp3yuH/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:04
125742_S105_M1_req-comments-advice-bpdr.pdf,PDF,Request for Comments and Advice – BPDR Reporting,2021-09-15,memo,"Donna Boyce, Ramachandra Naik",M1,False,False,False,False,False,"eua authorization, transparency reporting, clinical trial data, us regulatory affairs, safety reporting, pharmaceutical development, pharmaceutical industry, biopharmaceutical products, bla approval, quality assurance, covid-19 pandemic response, lot release certification, biologic product deviation reporting, fda regulations, vaccine manufacturing, pfizer-biontech covid-19 vaccine, regulatory compliance",17,1,https://drive.google.com/file/d/1Gp0Qo09GXkpBdGjU43UIAH3OsghvbeXL/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:07
125742_S116_M1_lab-1451-10-0.pdf,PDF,"Vaccine Information Fact Sheet for Recipients and Caregivers about COMIRNATY (COVID-19 Vaccine, mRNA) and Pfizer-BioNTech COVID-19 Vaccine",2021-09-22,fact sheet,,M1,False,False,False,False,False,"mrna vaccine, covid-19 vaccine, immunocompromised individuals, booster dose, vaccine distribution, pharmaceutical, emergency use authorization, comirnaty, regulatory compliance, vaccine administration, safety and efficacy, pfizer-biontech, vaccine information, united states, adverse events, fda approval, clinical trials",17,8,https://drive.google.com/file/d/1mQXM52A89TclQdNDV_HTZY9iLt2SGeuR/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:10
125742_S102_M1_cover.pdf,PDF,Request for Waiver - Lot Distribution Reports for COMIRNATY (COVID-19 mRNA Vaccine),2021-09-15,letter,"Marion Gruber, Ph.D., Amit Patel, Ramachandra S. Naik, Ph.D., Laura Gottschalk, Ph.D., Captain Michael Smith, Ph.D.",M1,False,False,False,False,False,"biologics-license-application, covid-19-vaccine, regulatory-reporting, pfizer-inc, biotech-partnerships, waiver-request, global-product-development, comirnaty, vaccine-quality-control, silver-spring, lot-distribution-report, clinical-trial-compliance, regulatory-affairs, fda-submission, vaccine-development, vaccine-safety-data, new-hampshire",17,2,https://drive.google.com/file/d/12Wg8mo9jd1kPPBeYaT51TWBxMQXQlr0Q/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:14
125742_S116_M1_pp-cvv-usa-0389.pdf,PDF,LOW DEAD-VOLUME (LDV) SYRINGES AND/OR NEEDLES GUIDE,2021,guide,,M1,False,False,False,False,False,"vial, eua, low-dead-volume, fda, clinical-considerations, compliance, technical, syringe, comirnaty, needle, dose-extraction, vaccine, efficacy, pfizer-biontech, safety, covid-19, regulatory",17,3,https://drive.google.com/file/d/1bCmWi_FAKbLQdZFFngEGZzMfNnlJDitL/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:18
125742_S117_M1_2253.pdf,PDF,Pfizer COVID-19 Vaccine Clinical Trial Submission,2021-09-21,Regulatory Submission,Donna Boyce,M1,False,False,False,False,False,"Vaccine Trials Locations, Vaccine Trials Protocols, Adverse Event Reporting, Regulatory Operations, Vaccine Trials Data Management, Vaccine Trials Quality Assurance, Pharmaceutical Compliance, COVID-19 Vaccine, Vaccine Safety Data, Vaccine Trials Monitoring, Pfizer Clinical Trial, Vaccine Identification, FDA Submission, Vaccine Efficacy Data, Regulatory Approval, Vaccine Development, Vaccine Trials Phase",17,2,https://drive.google.com/file/d/1EH_9UdNvMMfUUCFMfeH7YZUgwgnSRA70/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:23
125742_S117_M1_lab-1448-1-0.pdf,PDF,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Intramuscular Injection, Vaccine Indications, Vaccine Efficacy, Vaccine Warnings and Precautions, Clinical Trials, Vaccine Administration, COMIRNATY, FDA Approval, Vaccine Dosage and Administration, Immunogenicity, Adverse Reactions, Regulatory Compliance, Vaccine Postmarketing Experience, Pharmaceutical Prescribing Information, COVID-19 Vaccine, Vaccine Safety, Vaccine Contraindications",17,20,https://drive.google.com/file/d/103ufdN5nWJqIcHwio6eCo8tT6us3D1xP/view?usp=drivesdk,pd-production-080123,2025-08-11 23:48:27
