Source_File,Study_OID,Study_Name,Study_Description,Protocol_Name,Define_MetadataVersion_OID,Define_MetadataVersion_Name,Define_Version,Standard_Name,Standard_Version,Dataset_OID,Dataset_Name,Dataset_SAS_Name,Dataset_Description,Dataset_Purpose,Dataset_Structure,Dataset_Class,Dataset_Source,Variable_OID,Variable_Name,Variable_Label,Variable_Data_Type,Variable_Length,Variable_SAS_Field_Name,Variable_Origin,Variable_Roles,Variable_Mandatory,Variable_Key_Sequence,Variable_Method_OID,Variable_WhereClause_OID,CodeList_OID,CodeList_Name,CodeList_Data_Type,CodeList_Coded_Values
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSLOC,VSLOC,Location of Vital Signs Measurement,text,11,VSLOC,,,False,,,,CL.ADVS.VSLOC,Location of Vital Signs Measurement,text,"ARM: Arm;
ORAL CAVITY: Oral Cavity"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSLAT,VSLAT,Laterality,text,5,VSLAT,,,False,,,,CL.ADVS.VSLAT,Laterality,text,"LEFT: Left;
RIGHT: Right"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSDTC,VSDTC,Date/Time of Measurements,partialDatetime,,VSDTC,,,False,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ADT,ADT,Analysis Date,float,8,ADT,,,False,,MT.ADVS.ADT,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ATM,ATM,Analysis Time,float,8,ATM,,,False,,MT.ADVS.ATM,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ADTM,ADTM,Analysis Datetime,float,10,ADTM,,,False,5,MT.ADVS.ADTM,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSDY,VSDY,Study Day of Vital Signs,integer,8,VSDY,,,False,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ADY,ADY,Analysis Relative Day,integer,8,ADY,,,False,,MT._ALL_.ADY,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSTPT,VSTPT,Planned Time Point Name,text,7,VSTPT,,,False,,,,CL.ADVS.VSTPT,Planned Time Point Name,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSTPTNUM,VSTPTNUM,Planned Time Point Name (N),float,8,VSTPTNUM,,,False,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ATPT,ATPT,Analysis Timepoint,text,7,ATPT,,,False,,MT.ADVS.ATPT,,CL.ADVSATPT,ADVS Analysis Timepoint,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ATPTN,ATPTN,Analysis Timepoint (N),float,8,ATPTN,,,False,,MT.ADVS.ATPTN,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSTPTREF,VSTPTREF,Time Point Reference,text,17,VSTPTREF,,,False,,,,CL.ADVS.VSTPTREF,Time Point Reference,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.ATPTREF,ATPTREF,Analysis Timepoint Reference,text,12,ATPTREF,,,False,,MT.ADVS.ATPTREF,,CL.ADVS.ATPTREF,Analysis Timepoint Reference,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VSRFTDTC,VSRFTDTC,Date/Time of Reference Time Point,partialDatetime,,VSRFTDTC,,,False,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.AVISIT,AVISIT,Analysis Visit,text,26,AVISIT,,,False,,MT.ADVS.AVISIT,,CL.ADVSAVISIT,ADVS Analysis Visit,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.AVISITN,AVISITN,Analysis Visit (N),float,8,AVISITN,,,False,4,MT.ADVS.AVISITN,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VISIT,VISIT,Visit Name,text,28,VISIT,,,False,,,,CL.ADVS.VISIT,Visit Name,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.VISITNUM,VISITNUM,Visit Number,float,8,VISITNUM,,,False,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.EPOCH,EPOCH,Epoch,text,9,EPOCH,,,True,,,,CL.EPOCH,Epoch,text,"BASELINE: Baseline Epoch;
FOLLOW-UP: Clinical Study Follow-up;
SCREENING: Trial Screening;
TREATMENT: Treatment Epoch"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.AGE,AGE,Age,integer,8,AGE,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.AGEU,AGEU,Age Units,text,5,AGEU,,,True,,,,CL.AGEU,Age Unit,text,YEARS: Year
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SEX,SEX,Sex,text,1,SEX,,,True,,,,CL.SEX,Sex,text,"M: Male;
F: Female"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SEXN,SEXN,Sex (N),integer,8,SEXN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.RACE,RACE,Race,text,25,RACE,,,True,,,,CL.RACE,Race,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.RACEN,RACEN,Race (N),integer,8,RACEN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SCRFL,SCRFL,Screened Population Flag,text,1,SCRFL,,,True,,,,CL.NY,No Yes Response,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SCRFN,SCRFN,Screened Population Flag (N),integer,8,SCRFN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SAFFL,SAFFL,Safety Population Flag,text,1,SAFFL,,,True,,,,CL.NY,No Yes Response,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SAFFN,SAFFN,Safety Population Flag (N),integer,8,SAFFN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SAFBFL,SAFBFL,Safety Boost Population Flag,text,1,SAFBFL,,,True,,,,CL.NY,No Yes Response,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.SAFBFN,SAFBFN,Safety Boost Population Flag (N),integer,8,SAFBFN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.IMMFL,IMMFL,Immunogenicity Population Flag,text,1,IMMFL,,,True,,,,CL.NY,No Yes Response,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.IMMFN,IMMFN,Immunogenicity Population Flag (N),integer,8,IMMFN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.PPROTFL,PPROTFL,Per-Protocol Population Flag,text,1,PPROTFL,,,True,,,,CL.NY,No Yes Response,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.PPROTFN,PPROTFN,Per-Protocol Population Flag (N),integer,8,PPROTFN,,,True,,,,,,,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.EXPPROT1,EXPPROT1,Reason 1 for Exclusion Per-Protocol Set,text,81,EXPPROT1,,,False,,,,CL.ADSL.EXPPROT1,Reason 1 for Exclusion Per-Protocol Set,text,
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.CP7FL,CP7FL,Prime + 7 Days Completers Set,text,1,CP7FL,,,True,,,,CL.NY,No Yes Response,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1205683-1205788_27034_S1_M5_bnt162-01-A-define.xml,BNT162-01.ADaM-IG.1.1,BNT162-01,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-19 Using Different Dosing Regimens in Healthy Adults",BNT162-01 ADaM,MDV.BNT162-01.ADaM-IG.1.1,Study BNT162-01 Data Definitions,2.0.0,ADaM-IG,1.1,IG.ADVS,ADVS,ADVS,Vital Signs Analysis Dataset,,,,,IT.ADVS.CP7FN,CP7FN,Prime + 7 Days Completers Set (N),integer,8,CP7FN,,,True,,,,,,,
